"CTstrict","predicted.celltype.l2","orig.ident","n"
"IGH.1837.IGHV3-33_IGLC:Cluster.30.IGLV2-14","B memory","P1043CD3",1
"IGH.1838.IGHV1-69-2_IGLC:Cluster.21.IGKV3-20","Plasmablast","P1043CD3",1
"IGH.184.IGHV3-43_IGLC:Cluster.19.IGKV3-11","B intermediate","P1042MED",1
"IGH.1840.IGHV3-33_NA.NA","CD4 TCM","P1043CD3",1
"IGH.1842.IGHV1-69-2_NA.NA","CD4 TCM","P1043CD3",1
"IGH.1843.IGHV3-15_NA.NA","B intermediate","P1043CD3",1
"IGH.1844.IGHV3-15_IGLC.53.IGLV2-23","B memory","P1043CD3",1
"IGH.1846.IGHV1-3_IGLC:Cluster.16.IGKV2D-28","CD4 TCM","P1043CD3",1
"IGH.1849.IGHV1-69-2_IGLC:Cluster.13.IGKV1D-39","B intermediate","P1043CD3",1
"IGH.185.IGHV3-49_IGLC:Cluster.21.IGKV3-20","B intermediate","P1042MED",1
"IGH.1854.IGHV3-30_IGLC:Cluster.23.IGKV4-1","B memory","P1043CD3",1
"IGH.1855.IGHV4-4_IGLC:Cluster.10.IGKV1-33","B naive","P1043CD3",1
"IGH.1859.IGHV1-69-2_IGLC.55.IGKV2-24","B naive","P1043CD3",1
"IGH.186.IGHV4-34_NA.NA","B intermediate","P1042MED",1
"IGH.1860.IGHV3-48_IGLC:Cluster.12.IGKV1D-13","B memory","P1043CD3",1
"IGH.1863.IGHV3-43_NA.NA","CD4 TCM","P1043CD3",1
"IGH.1864.IGHV3-7_IGLC:Cluster.13.IGKV1D-39","B memory","P1043CD3",1
"IGH.1865.IGHV3-23_NA.NA","B memory","P1043CD3",1
"IGH.1866.IGHV4-31_IGLC:Cluster.5.IGKV1-9","B intermediate","P1043CD3",1
"IGH.1867.IGHV3-30_NA.NA","Plasmablast","P1043CD3",1
"IGH.1868.IGHV3-21_IGLC:Cluster.1.IGKV1-16","B intermediate","P1043CD3",1
"IGH.1869.IGHV4-39_IGLC:Cluster.10.IGKV1-33","B naive","P1043CD3",1
"IGH.187.IGHV4-34_IGLC:Cluster.12.IGKV1D-13","B naive","P1042MED",1
"IGH.1870.IGHV1-69_IGLC:Cluster.19.IGKV3-11","CD4 TCM","P1043CD3",1
"IGH.1871.IGHV1-69-2_IGLC:Cluster.16.IGKV2D-28","Plasmablast","P1043CD3",1
"IGH.1874.IGHV1-2_IGLC:Cluster.1.IGKV1-5","B intermediate","P1043CD3",1
"IGH.1878.IGHV3-33_NA.NA","B intermediate","P1043CD3",1
"IGH.1879.IGHV3-33_IGLC:Cluster.11.IGKV1D-8","B memory","P1043CD3",1
"IGH.1882.IGHV1-69-2_IGLC:Cluster.10.IGKV1-33","B intermediate","P1043CD3",1
"IGH.1883.IGHV4-4_IGLC:Cluster.13.IGKV1D-39","B memory","P1043CD3",1
"IGH.1884.IGHV4-59_IGLC:Cluster.4.IGKV1-8","B intermediate","P1043CD3",1
"IGH.1886.IGHV5-51_NA.NA","Plasmablast","P1043CD3",1
"IGH.1887.IGHV3-72_IGLC:Cluster.21.IGKV3-20","B intermediate","P1043CD3",1
"IGH.1889.IGHV3-43_IGLC:Cluster.21.IGKV3-20","CD4 Proliferating","P1043CD3",1
"IGH.189.IGHV3-7_IGLC:Cluster.1.IGKV1-5","B intermediate","P1042MED",1
"IGH.1892.IGHV3-33_NA.NA","B intermediate","P1043CD3",1
"IGH.1893.IGHV4-4_IGLC:Cluster.21.IGKV3-20","Plasmablast","P1043CD3",1
"IGH.1894.IGHV4-31_IGLC:Cluster.25.IGKV6-21","B intermediate","P1043CD3",1
"IGH.1896.IGHV3-43_NA.NA","B intermediate","P1043CD3",1
"IGH.1897.IGHV1-3_NA.NA","B naive","P1043CD3",1
"IGH.1898.IGHV1-2_IGLC:Cluster.1.IGKV1-5","B intermediate","P1043CD3",1
"IGH.1899.IGHV3-23_NA.NA","B naive","P1043CD3",1
"IGH.19.IGHV4-61_IGLC:Cluster.1.IGKV1-16","B naive","P1042MED",1
"IGH.1901.IGHV4-61_NA.NA","CD4 TCM","P1043CD3",1
"IGH.1906.IGHV4-34_IGLC:Cluster.11.IGKV1D-8","B intermediate","P1043CD3",1
"IGH.1907.IGHV3-21_NA.NA","B naive","P1043CD3",1
"IGH.1908.IGHV1-69-2_IGLC:Cluster.19.IGKV3-11","B memory","P1043CD3",1
"IGH.1909.IGHV4-59_IGLC:Cluster.28.IGLV1-44","Plasmablast","P1043CD3",1
"IGH.191.IGHV3-11_NA.NA","B naive","P1042MED",1
"IGH.1911.IGHV3-74_NA.NA","B memory","P1043CD3",1
"IGH.1913.IGHV6-1_IGLC:Cluster.20.IGKV3-15","B intermediate","P1043CD3",1
"IGH.1914.IGHV3-33_IGLC:Cluster.13.IGKV1D-39","Plasmablast","P1043CD3",1
"IGH.1915.IGHV2-5_NA.NA","CD4 Proliferating","P1043CD3",1
"IGH.1917.IGHV5-51_NA.NA","B naive","P1043CD3",1
"IGH.1919.IGHV1-46_IGLC:Cluster.21.IGKV3-20","B intermediate","P1043CD3",1
"IGH.192.IGHV4-39_IGLC:Cluster.21.IGKV3-20","B intermediate","P1042MED",1
"IGH.1920.IGHV3-23_IGLC:Cluster.17.IGKV2D-29","B intermediate","P1043CD3",1
"IGH.1923.IGHV3-48_IGLC:Cluster.11.IGKV1D-8","B memory","P1043CD3",1
"IGH.1925.IGHV4-34_NA.NA","B memory","P1043CD3",1
"IGH.1926.IGHV3-15_IGLC:Cluster.26.IGLV1-36","CD4 TCM","P1043CD3",1
"IGH.1929.IGHV4-39_IGLC:Cluster.1.IGKV1-5","Plasmablast","P1043CD3",1
"IGH.1931.IGHV3-11_NA.NA","Plasmablast","P1043CD3",1
"IGH.1933.IGHV1-69-2_IGLC:Cluster.23.IGKV4-1","B intermediate","P1043CD3",1
"IGH.1934.IGHV1-69-2_NA.NA","B memory","P1043CD3",1
"IGH.1936.IGHV3-30_IGLC:Cluster.28.IGLV1-47","Plasmablast","P1043CD3",1
"IGH.1937.IGHV1-69_IGLC:Cluster.16.IGKV2D-28","Plasmablast","P1043CD3",1
"IGH.1938.IGHV4-59_IGLC:Cluster.21.IGKV3-20","B intermediate","P1043CD3",1
"IGH.1939.IGHV3-21_NA.NA","CD4 TCM","P1043CD3",1
"IGH.1942.IGHV3-23_IGLC:Cluster.14.IGKV2-24","B intermediate","P1043CD3",1
"IGH.1943.IGHV4-39_NA.NA","B naive","P1043CD3",1
"IGH.1945.IGHV3-7_NA.NA","CD8 Proliferating","P1043CD3",1
"IGH.1946.IGHV3-23_IGLC:Cluster.1.IGKV1-5","B memory","P1043CD3",1
"IGH.1947.IGHV1-46_IGLC:Cluster.7.IGKV1-12","B intermediate","P1043CD3",1
"IGH.1948.IGHV4-4_IGLC:Cluster.13.IGKV1D-39","Plasmablast","P1043CD3",1
"IGH.1949.IGHV1-3_NA.NA","CD4 Proliferating","P1043CD3",1
"IGH.1950.IGHV4-31_NA.NA","B intermediate","P1043CD3",1
"IGH.1954.IGHV3-21_NA.NA","CD4 TCM","P1043CD3",1
"IGH.1956.IGHV5-51_IGLC:Cluster.20.IGKV3-15","B intermediate","P1043HIV",1
"IGH.1958.IGHV4-4_NA.NA","B naive","P1043HIV",1
"IGH.196.IGHV2-5_NA.NA","B intermediate","P1042MED",1
"IGH.1963.IGHV3-23_IGLC:Cluster.4.IGKV1-8","B naive","P1043HIV",1
"IGH.1966.IGHV2-5_IGLC:Cluster.13.IGKV1D-39","B naive","P1043HIV",1
"IGH.1968.IGHV3-43_IGLC:Cluster.21.IGKV3-20","B naive","P1043HIV",1
"IGH.1969.IGHV3-23_NA.NA","B naive","P1043HIV",1
"IGH.197.IGHV1-3_NA.NA","B intermediate","P1042MED",1
"IGH.1970.IGHV4-39_IGLC:Cluster.30.IGLV2-14","B naive","P1043HIV",1
"IGH.1973.IGHV3-21_IGLC:Cluster.20.IGKV3-15","B naive","P1043HIV",1
"IGH.1977.IGHV1-2_IGLC:Cluster.23.IGKV4-1","B naive","P1043HIV",1
"IGH.1978.IGHV1-69_IGLC:Cluster.20.IGKV3-15","B naive","P1043HIV",1
"IGH.1979.IGHV3-13_NA.NA","B naive","P1043HIV",1
"IGH.1981.IGHV3-21_IGLC:Cluster.4.IGKV1-8","B intermediate","P1043HIV",1
"IGH.1983.IGHV3-23_NA.NA","B intermediate","P1043HIV",1
"IGH.1985.IGHV3-7_IGLC:Cluster.20.IGKV3-15","B intermediate","P1043HIV",1
"IGH.1986.IGHV4-59_IGLC:Cluster.21.IGKV3-20","B intermediate","P1043HIV",1
"IGH.1988.IGHV3-72_NA.NA","B intermediate","P1043HIV",1
"IGH.1989.IGHV3-23_IGLC:Cluster.15.IGKV2-30","B intermediate","P1043HIV",1
"IGH.1990.IGHV4-61_IGLC:Cluster.16.IGKV2D-28","B memory","P1043HIV",1
"IGH.1991.IGHV3-23_IGLC:Cluster.3.IGKV1-6","B naive","P1043HIV",1
"IGH.1992.IGHV1-24_IGLC:Cluster.1.IGKV1-5","B naive","P1043HIV",1
"IGH.1993.IGHV3-23_NA.NA","B naive","P1043HIV",1
"IGH.1994.IGHV5-51_NA.NA","B naive","P1043HIV",1
"IGH.1995.IGHV3-66_NA.NA","B naive","P1043HIV",1
"IGH.1996.IGHV1-2_NA.NA","B naive","P1043HIV",1
"IGH.2.IGHV3-7_IGLC:Cluster.15.IGKV2-30","B intermediate","P1042MED",1
"IGH.20.IGHV4-34_NA.NA","B naive","P1042MED",1
"IGH.200.IGHV1-18_NA.NA","B intermediate","P1042MED",1
"IGH.2000.IGHV4-39_IGLC:Cluster.23.IGKV4-1","B naive","P1043HIV",1
"IGH.2001.IGHV3-21_IGLC:Cluster.1.IGKV1-5","B naive","P1043HIV",1
"IGH.2002.IGHV4-31_NA.NA","B intermediate","P1043HIV",1
"IGH.2003.IGHV4-39_NA.NA","B intermediate","P1043HIV",1
"IGH.2008.IGHV4-34_NA.NA","B intermediate","P1043HIV",1
"IGH.2009.IGHV1-18_IGLC:Cluster.40.IGLV5-45","B intermediate","P1043HIV",1
"IGH.2010.IGHV4-4_NA.NA","B naive","P1043HIV",1
"IGH.2012.IGHV4-61_IGLC:Cluster.13.IGKV1D-39","B intermediate","P1043HIV",1
"IGH.2014.IGHV1-3_IGLC:Cluster.19.IGKV3-11","B naive","P1043HIV",1
"IGH.2015.IGHV4-34_IGLC:Cluster.19.IGKV3-11","B memory","P1043HIV",1
"IGH.2017.IGHV3-33_NA.NA","B naive","P1043HIV",1
"IGH.2018.IGHV3-49_NA.NA","B intermediate","P1043HIV",1
"IGH.202.IGHV3-21_IGLC:Cluster.37.IGLV3-21","B naive","P1042MED",1
"IGH.2021.IGHV4-61_IGLC:Cluster.1.IGKV1-5","B intermediate","P1043HIV",1
"IGH.2022.IGHV3-33_IGLC:Cluster.20.IGKV3-15","B naive","P1043HIV",1
"IGH.2023.IGHV3-74_NA.NA","B intermediate","P1043HIV",1
"IGH.2027.IGHV1-3_NA.NA","Plasmablast","P1043HIV",2
"IGH.203.IGHV2-5_IGLC:Cluster.1.IGKV1-5","B naive","P1042MED",1
"IGH.2030.IGHV3-7_NA.NA","B intermediate","P1043HIV",1
"IGH.2034.IGHV4-61_IGLC:Cluster.37.IGLV3-21","B naive","P1043HIV",1
"IGH.2035.IGHV3-11_NA.NA","B naive","P1043HIV",1
"IGH.2036.IGHV3-23_NA.NA","B intermediate","P1043HIV",1
"IGH.204.IGHV4-39_NA.NA","B intermediate","P1042MED",1
"IGH.2041.IGHV1-69_IGLC:Cluster.16.IGKV2D-28","B naive","P1043HIV",1
"IGH.2042.IGHV4-34_IGLC:Cluster.20.IGKV3-15","B naive","P1043HIV",1
"IGH.2043.IGHV1-3_IGLC:Cluster.23.IGKV4-1","B naive","P1043HIV",1
"IGH.2044.IGHV1-2_NA.NA","B naive","P1043HIV",1
"IGH.2045.IGHV4-59_IGLC:Cluster.23.IGKV4-1","B intermediate","P1043HIV",1
"IGH.2046.IGHV1-2_IGLC:Cluster.28.IGLV1-44","B naive","P1043HIV",1
"IGH.2047.IGHV3-48_NA.NA","B naive","P1043HIV",1
"IGH.2048.IGHV4-34_IGLC:Cluster.21.IGKV3-20","B naive","P1043HIV",1
"IGH.205.IGHV3-33_IGLC:Cluster.25.IGKV6D-21","B intermediate","P1042MED",1
"IGH.2054.IGHV1-69_NA.NA","B naive","P1043HIV",1
"IGH.2055.IGHV4-59_NA.NA","B naive","P1043HIV",1
"IGH.2058.IGHV1-2_IGLC:Cluster.20.IGKV3-15","B intermediate","P1043HIV",1
"IGH.206.IGHV3-30_IGLC:Cluster.1.IGKV1D-16","B naive","P1042MED",1
"IGH.2062.IGHV3-33_IGLC:Cluster.14.IGKV2-24","B naive","P1043HIV",1
"IGH.2064.IGHV3-21_NA.NA","B naive","P1043HIV",1
"IGH.2066.IGHV3-49_IGLC:Cluster.15.IGKV2-30","B intermediate","P1043HIV",1
"IGH.2069.IGHV3-7_IGLC:Cluster.10.IGKV1-33","B naive","P1043HIV",1
"IGH.207.IGHV3-33_NA.NA","B naive","P1042MED",1
"IGH.2072.IGHV3-21_IGLC:Cluster.13.IGKV1D-39","B naive","P1043HIV",1
"IGH.2078.IGHV6-1_IGLC:Cluster.15.IGKV2-30","B naive","P1043HIV",1
"IGH.2079.IGHV3-23_IGLC:Cluster.29.IGLV2-11","B intermediate","P1043HIV",1
"IGH.2080.IGHV3-72_IGLC:Cluster.13.IGKV1D-39","B naive","P1043HIV",1
"IGH.2081.IGHV3-30_NA.NA","CD4 TCM","P1043HIV",1
"IGH.2082.IGHV3-33_NA.NA","B naive","P1043HIV",1
"IGH.2085.IGHV1-69-2_IGLC:Cluster.7.IGKV1-12","B intermediate","P1043HIV",1
"IGH.2087.IGHV4-4_IGLC:Cluster.19.IGKV3-11","B naive","P1043HIV",1
"IGH.209.IGHV3-74_NA.NA","B naive","P1042MED",1
"IGH.2090.IGHV3-53_IGLC:Cluster.13.IGKV1D-39","B naive","P1043HIV",1
"IGH.2091.IGHV3-23_IGLC:Cluster.9.IGKV1-27","B naive","P1043HIV",1
"IGH.2093.IGHV3-53_IGLC:Cluster.20.IGKV3-15","B naive","P1043HIV",1
"IGH.2095.IGHV4-34_IGLC:Cluster.23.IGKV4-1","B naive","P1043HIV",1
"IGH.2096.IGHV4-61_IGLC:Cluster.3.IGKV1-6","B intermediate","P1043HIV",1
"IGH.2098.IGHV1-69_NA.NA","B naive","P1043HIV",1
"IGH.2099.IGHV5-51_IGLC:Cluster.17.IGKV2D-29","B naive","P1043HIV",1
"IGH.2100.IGHV4-4_NA.NA","B naive","P1043HIV",1
"IGH.2103.IGHV3-11_IGLC:Cluster.1.IGKV1-5","B naive","P1043HIV",1
"IGH.2104.IGHV1-69_IGLC:Cluster.20.IGKV3-15","B naive","P1043HIV",1
"IGH.2105.IGHV3-7_NA.NA","B naive","P1043HIV",1
"IGH.2110.IGHV1-3_NA.NA","B intermediate","P1043HIV",1
"IGH.2113.IGHV1-46_IGLC:Cluster.19.IGKV3-11","B naive","P1043HIV",1
"IGH.2114.IGHV3-33_IGLC:Cluster.1.IGKV1-5","B naive","P1043HIV",1
"IGH.2117.IGHV3-72_IGLC:Cluster.13.IGKV1D-39","B intermediate","P1043HIV",1
"IGH.2118.IGHV3-23_IGLC:Cluster.21.IGKV3-20","B naive","P1043HIV",1
"IGH.2120.IGHV5-51_IGLC:Cluster.19.IGKV3-11","B naive","P1043HIV",1
"IGH.2121.IGHV3-48_IGLC:Cluster.23.IGKV4-1","B naive","P1043HIV",1
"IGH.2123.IGHV3-23_IGLC:Cluster.30.IGLV2-14","B intermediate","P1043HIV",1
"IGH.2126.IGHV3-7_IGLC:Cluster.23.IGKV4-1","B naive","P1043HIV",1
"IGH.2127.IGHV3-21_IGLC:Cluster.20.IGKV3D-15","B naive","P1043HIV",1
"IGH.2128.IGHV3-43_NA.NA","B naive","P1043HIV",1
"IGH.2129.IGHV3-43_IGLC:Cluster.19.IGKV3-11","B naive","P1043HIV",1
"IGH.213.IGHV2-5_NA.NA","B naive","P1042MED",1
"IGH.2130.IGHV4-39_IGLC:Cluster.13.IGKV1D-39","B naive","P1043HIV",1
"IGH.2131.IGHV3-33_IGLC:Cluster.20.IGKV3-15","B naive","P1043HIV",1
"IGH.2132.IGHV1-69_IGLC:Cluster.21.IGKV3-20","B naive","P1043HIV",1
"IGH.2134.IGHV3-33_IGLC:Cluster.17.IGKV2D-29","B naive","P1043HIV",1
"IGH.2136.IGHV1-3_IGLC:Cluster.20.IGKV3-15","CD14 Mono","P1043HIV",1
"IGH.2138.IGHV5-51_IGLC:Cluster.38.IGLV3-25","B naive","P1043HIV",1
"IGH.2139.IGHV4-39_NA.NA","B intermediate","P1043HIV",1
"IGH.214.IGHV3-15_NA.NA","B naive","P1042MED",1
"IGH.2140.IGHV3-53_IGLC:Cluster.23.IGKV4-1","B naive","P1043HIV",1
"IGH.2142.IGHV1-69-2_IGLC:Cluster.19.IGKV3-11","B naive","P1043HIV",1
"IGH.2145.IGHV4-59_IGLC:Cluster.13.IGKV1D-39","B naive","P1043HIV",1
"IGH.2147.IGHV3-48_IGLC:Cluster.10.IGKV1-33","B naive","P1043HIV",1
"IGH.2149.IGHV3-15_NA.NA","B naive","P1043HIV",1
"IGH.2150.IGHV3-48_IGLC:Cluster.5.IGKV1-9","B intermediate","P1043HIV",1
"IGH.2151.IGHV3-23_NA.NA","B naive","P1043HIV",1
"IGH.2153.IGHV4-39_IGLC:Cluster.13.IGKV1D-39","B naive","P1043HIV",1
"IGH.2154.IGHV4-39_NA.NA","CD4 Naive","P1043HIV",1
"IGH.2156.IGHV3-23_NA.NA","B naive","P1043HIV",1
"IGH.2158.IGHV2-26_IGLC:Cluster.21.IGKV3-20","B intermediate","P1043HIV",1
"IGH.2163.IGHV3-30_NA.NA","B naive","P1043HIV",1
"IGH.2164.IGHV4-4_NA.NA","B intermediate","P1043HIV",1
"IGH.2166.IGHV4-59_IGLC:Cluster.13.IGKV1D-39","B naive","P1043HIV",1
"IGH.217.IGHV4-34_IGLC:Cluster.21.IGKV3-20","B naive","P1042MED",1
"IGH.2173.IGHV3-23_NA.NA","B naive","P1043HIV",1
"IGH.2174.IGHV5-51_IGLC:Cluster.9.IGKV1-27","B intermediate","P1043HIV",1
"IGH.2177.IGHV4-34_IGLC:Cluster.21.IGKV3-20","B intermediate","P1043HIV",1
"IGH.2180.IGHV3-53_IGLC:Cluster.21.IGKV3-20","B naive","P1043HIV",1
"IGH.2183.IGHV3-33_NA.NA","B naive","P1043HIV",1
"IGH.2185.IGHV3-66_IGLC:Cluster.6.IGKV1-9","B intermediate","P1043HIV",1
"IGH.2186.IGHV4-59_NA.NA","B naive","P1043HIV",1
"IGH.2187.IGHV4-34_NA.NA","B naive","P1043HIV",1
"IGH.2189.IGHV3-74_IGLC:Cluster.13.IGKV1D-39","B naive","P1043HIV",1
"IGH.2191.IGHV4-59_IGLC:Cluster.21.IGKV3-20","B intermediate","P1043HIV",1
"IGH.2192.IGHV3-33_NA.NA","B intermediate","P1043HIV",1
"IGH.2193.IGHV3-33_IGLC:Cluster.4.IGKV1-8","B naive","P1043HIV",1
"IGH.2194.IGHV3-23_IGLC:Cluster.13.IGKV1D-39","B intermediate","P1043HIV",1
"IGH.2197.IGHV4-61_IGLC:Cluster.13.IGKV1D-39","B naive","P1043HIV",1
"IGH.2198.IGHV5-51_IGLC:Cluster.1.IGKV1-5","B naive","P1043HIV",1
"IGH.2199.IGHV3-23_IGLC:Cluster.5.IGKV1-9","B naive","P1043HIV",1
"IGH.22.IGHV3-11_IGLC:Cluster.21.IGKV3-20","B naive","P1042MED",1
"IGH.2200.IGHV3-21_NA.NA","B intermediate","P1043HIV",1
"IGH.2201.IGHV3-43_IGLC:Cluster.30.IGLV2-14","B naive","P1043HIV",1
"IGH.2202.IGHV3-23_IGLC:Cluster.14.IGKV2-24","B naive","P1043HIV",1
"IGH.2204.IGHV4-39_IGLC:Cluster.21.IGKV3-20","B memory","P1043HIV",1
"IGH.2207.IGHV3-23_IGLC:Cluster.7.IGKV1-12","B intermediate","P1043HIV",1
"IGH.2208.IGHV3-43_IGLC:Cluster.28.IGLV1-44","B intermediate","P1043HIV",1
"IGH.2209.IGHV4-4_NA.NA","B intermediate","P1043HIV",1
"IGH.221.IGHV1-3_IGLC:Cluster.12.IGKV1D-13","B naive","P1042MED",1
"IGH.2210.IGHV4-34_IGLC:Cluster.4.IGKV1-8","B naive","P1043HIV",1
"IGH.2212.IGHV4-39_IGLC:Cluster.21.IGKV3-20","B intermediate","P1043HIV",1
"IGH.2213.IGHV4-39_IGLC:Cluster.13.IGKV1D-39","B naive","P1043HIV",1
"IGH.2214.IGHV4-39_NA.NA","B intermediate","P1043HIV",1
"IGH.2218.IGHV4-34_IGLC:Cluster.16.IGKV2D-28","B intermediate","P1043HIV",1
"IGH.2219.IGHV2-5_IGLC:Cluster.1.IGKV1-5","B memory","P1043HIV",1
"IGH.222.IGHV4-39_IGLC:Cluster.3.IGKV1-6","B naive","P1042MED",1
"IGH.2220.IGHV3-21_IGLC:Cluster.38.IGLV3-25","B naive","P1043HIV",1
"IGH.2221.IGHV3-7_NA.NA","B naive","P1043HIV",1
"IGH.2222.IGHV4-61_NA.NA","B naive","P1043HIV",1
"IGH.2223.IGHV3-33_NA.NA","B naive","P1043HIV",1
"IGH.2224.IGHV1-69-2_IGLC:Cluster.1.IGKV1-5","B naive","P1043HIV",2
"IGH.2225.IGHV3-23_IGLC:Cluster.13.IGKV1D-39","B naive","P1043HIV",1
"IGH.2226.IGHV4-61_IGLC:Cluster.23.IGKV4-1","B intermediate","P1043HIV",1
"IGH.2227.IGHV3-21_IGLC:Cluster.30.IGLV2-14","B naive","P1043HIV",1
"IGH.2228.IGHV3-73_IGLC:Cluster.8.IGKV1D-17","B naive","P1043HIV",1
"IGH.2229.IGHV1-69-2_IGLC:Cluster.7.IGKV1-12","B naive","P1043HIV",1
"IGH.223.IGHV4-31_IGLC.6.IGKV3OR2-268","B intermediate","P1042MED",1
"IGH.2234.IGHV1-69-2_IGLC:Cluster.19.IGKV3-11","B naive","P1043HIV",1
"IGH.2235.IGHV3-53_IGLC:Cluster.21.IGKV3-20","B intermediate","P1043HIV",1
"IGH.2237.IGHV4-39_NA.NA","B intermediate","P1043HIV",1
"IGH.2238.IGHV2-26_NA.NA","B naive","P1043HIV",1
"IGH.224.IGHV5-51_NA.NA","B naive","P1042MED",1
"IGH.2240.IGHV4-59_IGLC:Cluster.37.IGLV3-21","B intermediate","P1043HIV",1
"IGH.2244.IGHV4-4_IGLC:Cluster.13.IGKV1D-39","B naive","P1043HIV",1
"IGH.2248.IGHV3-43_IGLC:Cluster.13.IGKV1D-39","Plasmablast","P1043HIV",1
"IGH.2250.IGHV4-34_NA.NA","B naive","P1043HIV",1
"IGH.2253.IGHV1-3_IGLC:Cluster.1.IGKV1-5","B naive","P1043HIV",1
"IGH.2254.IGHV1-69-2_IGLC:Cluster.21.IGKV3-20","B naive","P1043HIV",1
"IGH.2256.IGHV3-49_IGLC:Cluster.1.IGKV1-16","B naive","P1043HIV",1
"IGH.2258.IGHV4-31_IGLC:Cluster.21.IGKV3-20","B intermediate","P1043HIV",1
"IGH.226.IGHV4-34_IGLC:Cluster.16.IGKV2D-28","B intermediate","P1042MED",1
"IGH.2260.IGHV1-18_IGLC:Cluster.9.IGKV1-27","B intermediate","P1043HIV",1
"IGH.2261.IGHV3-53_IGLC:Cluster.20.IGKV3-15","B naive","P1043HIV",1
"IGH.2262.IGHV4-39_IGLC:Cluster.20.IGKV3-15","B naive","P1043HIV",1
"IGH.2265.IGHV5-51_NA.NA","B naive","P1043HIV",1
"IGH.2267.IGHV3-13_NA.NA","B naive","P1043HIV",1
"IGH.2269.IGHV3-21_IGLC:Cluster.19.IGKV3-11","B naive","P1043HIV",1
"IGH.227.IGHV3-23_IGLC:Cluster.20.IGKV3-15","B intermediate","P1042MED",1
"IGH.2272.IGHV1-3_NA.NA","B naive","P1043HIV",1
"IGH.2274.IGHV3-48_NA.NA","B intermediate","P1043HIV",1
"IGH.2279.IGHV4-4_NA.NA","B naive","P1043HIV",1
"IGH.2281.IGHV5-51_IGLC:Cluster.20.IGKV3-15","CD4 TCM","P1043HIV",1
"IGH.2284.IGHV3-33_NA.NA","B intermediate","P1043HIV",1
"IGH.2285.IGHV3-7_IGLC:Cluster.1.IGKV1-5","B naive","P1043HIV",1
"IGH.2287.IGHV3-21_IGLC:Cluster.4.IGKV1-8","B intermediate","P1043HIV",1
"IGH.2289.IGHV4-61_IGLC:Cluster.20.IGKV3-15","B naive","P1043HIV",1
"IGH.229.IGHV4-4_IGLC:Cluster.5.IGKV1-9","B naive","P1042MED",1
"IGH.2291.IGHV4-34_NA.NA","B naive","P1043HIV",1
"IGH.2292.IGHV3-53_NA.NA","B naive","P1043HIV",1
"IGH.2294.IGHV3-49_IGLC:Cluster.23.IGKV4-1","B intermediate","P1043HIV",1
"IGH.2296.IGHV2-5_IGLC:Cluster.13.IGKV1D-39","B intermediate","P1043HIV",1
"IGH.2297.IGHV3-43_IGLC:Cluster.4.IGKV1-8","B naive","P1043HIV",1
"IGH.2298.IGHV4-59_NA.NA","B naive","P1043HIV",1
"IGH.2300.IGHV4-31_IGLC:Cluster.23.IGKV4-1","B naive","P1043HIV",1
"IGH.2301.IGHV5-51_IGLC:Cluster.19.IGKV3-11","B naive","P1043HIV",1
"IGH.2302.IGHV1-46_NA.NA","B naive","P1043HIV",1
"IGH.2303.IGHV1-69-2_IGLC:Cluster.10.IGKV1-33","B naive","P1043HIV",1
"IGH.2304.IGHV1-69_IGLC:Cluster.29.IGLV2-11","B naive","P1043HIV",1
"IGH.2308.IGHV3-21_IGLC:Cluster.7.IGKV1-12","B naive","P1043HIV",1
"IGH.231.IGHV4-34_IGLC:Cluster.29.IGLV2-11","B intermediate","P1042MED",1
"IGH.2310.IGHV1-2_IGLC:Cluster.1.IGKV1-16","B naive","P1043HIV",1
"IGH.2313.IGHV3-30_IGLC:Cluster.29.IGLV2-11","B intermediate","P1043HIV",1
"IGH.2315.IGHV2-26_NA.NA","B naive","P1043HIV",1
"IGH.2316.IGHV4-4_IGLC:Cluster.23.IGKV4-1","B intermediate","P1043HIV",1
"IGH.232.IGHV4-39_NA.NA","B intermediate","P1042MED",1
"IGH.2320.IGHV4-34_NA.NA","B intermediate","P1043HIV",1
"IGH.2321.IGHV2-5_IGLC:Cluster.19.IGKV3-11","B naive","P1043HIV",1
"IGH.2322.IGHV3-15_IGLC:Cluster.28.IGLV1-44","B naive","P1043HIV",1
"IGH.2323.IGHV3-23_IGLC:Cluster.13.IGKV1D-39","B intermediate","P1043HIV",1
"IGH.2325.IGHV1-2_NA.NA","B naive","P1043HIV",1
"IGH.2326.IGHV3-43_NA.NA","B naive","P1043HIV",1
"IGH.2327.IGHV4-39_NA.NA","B intermediate","P1043HIV",1
"IGH.233.IGHV3-30_IGLC:Cluster.23.IGKV4-1","B intermediate","P1042MED",1
"IGH.2330.IGHV3-23_IGLC:Cluster.19.IGKV3-11","B intermediate","P1043HIV",1
"IGH.2331.IGHV1-69_IGLC:Cluster.16.IGKV2D-28","B naive","P1043HIV",1
"IGH.2333.IGHV1-18_IGLC:Cluster.19.IGKV3-11","B naive","P1043HIV",1
"IGH.2334.IGHV3-30_IGLC:Cluster.13.IGKV1D-39","B intermediate","P1043HIV",1
"IGH.2335.IGHV4-34_IGLC:Cluster.13.IGKV1D-39","B intermediate","P1043HIV",1
"IGH.2337.IGHV4-39_NA.NA","B intermediate","P1043HIV",1
"IGH.2338.IGHV4-39_IGLC:Cluster.13.IGKV1D-39","B naive","P1043HIV",1
