"CTgene","predicted.celltype.l2","orig.ident","n"
"TRAV25.TRAJ49.TRAC_TRBV11-1.NA.TRBJ1-1.TRBC1","CD4 TCM","P1043HIV",1
"TRAV25.TRAJ49.TRAC_TRBV11-1.NA.TRBJ1-2.TRBC1","CD4 Proliferating","P1043CD3",1
"TRAV25.TRAJ49.TRAC_TRBV15.NA.TRBJ2-1.TRBC2","Treg","P1042HIV",1
"TRAV25.TRAJ49.TRAC_TRBV15.TRBD1.TRBJ1-6.TRBC1","CD4 TCM","JLKCD3",1
"TRAV25.TRAJ49.TRAC_TRBV19.NA.TRBJ1-1.TRBC1","Treg","P1043CD3",1
"TRAV25.TRAJ49.TRAC_TRBV3-1.NA.TRBJ2-7.TRBC2","CD4 TCM","P1043CD3",1
"TRAV25.TRAJ49.TRAC_TRBV30.NA.TRBJ2-2.TRBC2","CD8 Naive","JLKCD3",1
"TRAV25.TRAJ49.TRAC_TRBV4-1.NA.TRBJ2-1.TRBC2","CD4 TCM","P1042MED",1
"TRAV25.TRAJ49.TRAC_TRBV4-2.NA.TRBJ1-3.TRBC1","CD4 Naive","P1042MED",1
"TRAV25.TRAJ49.TRAC_TRBV4-3.NA.TRBJ1-5.TRBC1","CD4 TCM","P1043CD3",1
"TRAV25.TRAJ49.TRAC_TRBV5-1.NA.TRBJ1-5.TRBC1","CD4 TCM","JLKMED",1
"TRAV25.TRAJ49.TRAC_TRBV5-5.NA.TRBJ2-2.TRBC2","CD4 TCM","P1042HIV",1
"TRAV25.TRAJ49.TRAC_TRBV6-5.NA.TRBJ1-1.TRBC1","CD4 TCM","P1042HIV",1
"TRAV25.TRAJ49.TRAC_TRBV6-6.NA.TRBJ1-6.TRBC1","CD4 TCM","P1042HIV",1
"TRAV25.TRAJ49.TRAC_TRBV7-9.NA.TRBJ1-1.TRBC1","CD8 TCM","P1043MED",1
"TRAV25.TRAJ49.TRAC_TRBV7-9.TRBD1.TRBJ2-7.TRBC2","CD8 Naive","JLKMED",1
"TRAV25.TRAJ49.TRAC_TRBV9.NA.TRBJ1-3.TRBC1","CD4 TCM","P1043CD3",1
"TRAV25.TRAJ5.NA_TRBV9.NA.TRBJ1-3.TRBC1","CD4 TCM","JLKMED",1
"TRAV25.TRAJ5.TRAC;TRAV12-2.TRAJ9.TRAC_TRBV4-1.NA.TRBJ2-3.TRBC2","CD4 Naive","P1043MED",1
"TRAV25.TRAJ5.TRAC_NA","CD4 TCM","P1043CD3",1
"TRAV25.TRAJ5.TRAC_TRBV5-6.NA.TRBJ1-1.TRBC1","CD4 Naive","P1042HIV",1
"TRAV25.TRAJ5.TRAC_TRBV7-9.NA.TRBJ2-1.TRBC2","CD4 TCM","P1043MED",1
"TRAV25.TRAJ50.TRAC_TRBV12-4.NA.TRBJ2-3.TRBC2","CD4 TCM","P1043HIV",1
"TRAV25.TRAJ50.TRAC_TRBV27.NA.TRBJ2-7.TRBC2","CD8 Naive","P1043HIV",1
"TRAV25.TRAJ50.TRAC_TRBV29-1.NA.TRBJ1-1.TRBC1","CD4 TCM","P1043CD3",1
"TRAV25.TRAJ50.TRAC_TRBV4-1.NA.TRBJ2-7.TRBC2","CD4 TCM","P1043CD3",1
"TRAV25.TRAJ50.TRAC_TRBV5-4.NA.TRBJ1-2.TRBC1","CD4 TCM","P1043CD3",1
"TRAV25.TRAJ50.TRAC_TRBV6-1.NA.TRBJ1-1.TRBC1","CD4 TCM","P1043MED",1
"TRAV25.TRAJ50.TRAC_TRBV7-9.NA.TRBJ1-2.TRBC1","CD4 Naive","P1043HIV",1
"TRAV25.TRAJ52.TRAC;TRAV8-4.TRAJ49.TRAC_TRBV6-5.NA.TRBJ2-7.TRBC2;TRBV27.NA.TRBJ2-7.TRBC2","CD4 Proliferating","JLKCD3",1
"TRAV25.TRAJ52.TRAC_NA","CD4 Naive","JLKCD3",1
"TRAV25.TRAJ52.TRAC_NA","CD4 Naive","P1043MED",1
"TRAV25.TRAJ52.TRAC_NA","CD8 TEM","JLKMED",1
"TRAV25.TRAJ52.TRAC_TRBV11-3.NA.TRBJ2-1.TRBC2","CD4 TCM","JLKCD3",1
"TRAV25.TRAJ52.TRAC_TRBV15.NA.TRBJ1-2.TRBC1","CD8 TCM","P1042MED",1
"TRAV25.TRAJ52.TRAC_TRBV19.NA.TRBJ2-5.TRBC2","CD4 TCM","P1042MED",1
"TRAV25.TRAJ52.TRAC_TRBV19.NA.TRBJ2-5.TRBC2","CD8 Naive","P1043MED",1
"TRAV25.TRAJ52.TRAC_TRBV19.NA.TRBJ2-7.TRBC2","CD4 Naive","P1042MED",1
"TRAV25.TRAJ52.TRAC_TRBV19.TRBD1.TRBJ2-6.TRBC2","CD4 TCM","P1042MED",1
"TRAV25.TRAJ52.TRAC_TRBV20-1.NA.TRBJ1-5.TRBC1","CD4 Proliferating","P1043CD3",1
"TRAV25.TRAJ52.TRAC_TRBV20-1.NA.TRBJ2-1.TRBC2","CD8 Naive","JLKCD3",1
"TRAV25.TRAJ52.TRAC_TRBV20-1.NA.TRBJ2-4.TRBC2","CD4 TCM","JLKCD3",1
"TRAV25.TRAJ52.TRAC_TRBV27.NA.TRBJ1-2.TRBC1","CD4 Naive","P1042HIV",1
"TRAV25.TRAJ52.TRAC_TRBV27.NA.TRBJ1-2.TRBC1","CD8 Naive","P1042MED",1
"TRAV25.TRAJ52.TRAC_TRBV30.NA.TRBJ1-1.TRBC1","CD8 Naive","P1042MED",1
"TRAV25.TRAJ52.TRAC_TRBV4-3.NA.TRBJ2-7.TRBC2","CD8 Naive","P1042MED",1
"TRAV25.TRAJ52.TRAC_TRBV4-3.NA.TRBJ2-7.TRBC2","NK Proliferating","JLKCD3",1
"TRAV25.TRAJ52.TRAC_TRBV5-1.NA.TRBJ2-6.TRBC2","CD4 TCM","JLKCD3",1
"TRAV25.TRAJ52.TRAC_TRBV5-1.NA.TRBJ2-7.TRBC2","CD8 Naive","P1043HIV",1
"TRAV25.TRAJ52.TRAC_TRBV5-8.NA.TRBJ2-1.TRBC2","CD4 TCM","P1042MED",1
"TRAV25.TRAJ52.TRAC_TRBV6-5.NA.TRBJ1-3.TRBC1","CD4 TCM","P1043CD3",1
"TRAV25.TRAJ52.TRAC_TRBV6-6.NA.TRBJ1-6.TRBC1","CD4 Naive","P1042MED",1
"TRAV25.TRAJ52.TRAC_TRBV7-2.NA.TRBJ1-3.TRBC1","CD4 Naive","P1042MED",1
"TRAV25.TRAJ52.TRAC_TRBV7-8.NA.TRBJ1-5.TRBC1","CD8 Naive","P1043MED",1
"TRAV25.TRAJ52.TRAC_TRBV7-8.TRBD1.TRBJ2-7.TRBC2","CD4 Proliferating","P1043CD3",1
"TRAV25.TRAJ53.TRAC;TRAV20.TRAJ37.TRAC_TRBV6-3.NA.TRBJ2-7.TRBC2","CD4 TCM","JLKMED",1
"TRAV25.TRAJ53.TRAC;TRAV21.TRAJ43.TRAC_TRBV4-3.NA.TRBJ2-3.TRBC2","CD4 TCM","P1043CD3",1
"TRAV25.TRAJ53.TRAC;TRAV38-1.TRAJ9.TRAC_TRBV9.NA.TRBJ1-3.TRBC1","CD4 Proliferating","P1043CD3",1
"TRAV25.TRAJ53.TRAC_NA","CD4 TCM","JLKMED",1
"TRAV25.TRAJ53.TRAC_NA","CD4 TCM","P1042MED",1
"TRAV25.TRAJ53.TRAC_TRBV10-3.TRBD1.TRBJ2-5.TRBC2","Treg","P1042MED",1
"TRAV25.TRAJ53.TRAC_TRBV11-3.NA.TRBJ2-1.TRBC2","CD4 TCM","P1043HIV",1
"TRAV25.TRAJ53.TRAC_TRBV12-4.NA.TRBJ1-5.TRBC1","CD4 TCM","P1042CD3",1
"TRAV25.TRAJ53.TRAC_TRBV18.NA.TRBJ2-7.TRBC2","CD4 TCM","P1042MED",1
"TRAV25.TRAJ53.TRAC_TRBV19.TRBD1.TRBJ2-1.TRBC2","CD4 Naive","P1043MED",1
"TRAV25.TRAJ53.TRAC_TRBV24-1.NA.TRBJ2-5.TRBC2","CD4 TCM","P1043MED",1
"TRAV25.TRAJ53.TRAC_TRBV27.NA.TRBJ1-5.TRBC1","CD4 TCM","P1043CD3",1
"TRAV25.TRAJ53.TRAC_TRBV27.NA.TRBJ2-7.TRBC2","CD8 Naive","JLKMED",1
"TRAV25.TRAJ53.TRAC_TRBV5-1.NA.TRBJ1-1.TRBC1","CD4 TCM","P1043HIV",1
"TRAV25.TRAJ53.TRAC_TRBV5-6.NA.TRBJ2-1.TRBC2","CD4 Proliferating","P1043CD3",1
"TRAV25.TRAJ53.TRAC_TRBV6-4.TRBD1.TRBJ1-6.TRBC1","Treg","P1043MED",1
"TRAV25.TRAJ53.TRAC_TRBV6-5.NA.TRBJ2-1.TRBC2","CD4 TCM","P1043CD3",1
"TRAV25.TRAJ53.TRAC_TRBV6-5.NA.TRBJ2-3.TRBC2","CD4 TCM","P1043MED",1
"TRAV25.TRAJ53.TRAC_TRBV7-2.NA.TRBJ1-4.TRBC1","CD4 Naive","P1043MED",1
"TRAV25.TRAJ53.TRAC_TRBV7-3.TRBD2.TRBJ2-2.TRBC2","CD4 Proliferating","P1043CD3",1
"TRAV25.TRAJ53.TRAC_TRBV7-9.NA.TRBJ1-1.TRBC1","CD4 TCM","P1043CD3",1
"TRAV25.TRAJ54.NA_TRBV12-4.NA.TRBJ1-6.TRBC1","CD4 TCM","P1042MED",1
"TRAV25.TRAJ54.TRAC_NA","CD4 Naive","P1042HIV",1
"TRAV25.TRAJ54.TRAC_TRBV12-3.NA.TRBJ1-4.TRBC1","CD4 Naive","P1043HIV",1
"TRAV25.TRAJ54.TRAC_TRBV19.NA.TRBJ1-3.TRBC1","CD4 TCM","P1043CD3",1
"TRAV25.TRAJ54.TRAC_TRBV20-1.NA.TRBJ1-6.TRBC1","CD4 TCM","P1043HIV",1
"TRAV25.TRAJ54.TRAC_TRBV30.NA.TRBJ2-4.TRBC2","CD8 TEM","P1043MED",1
"TRAV25.TRAJ54.TRAC_TRBV4-3.NA.TRBJ1-1.TRBC1","CD4 Naive","P1042MED",1
"TRAV25.TRAJ54.TRAC_TRBV5-6.NA.TRBJ2-3.TRBC2","CD4 TCM","P1042MED",1
"TRAV25.TRAJ54.TRAC_TRBV6-6.NA.TRBJ2-7.TRBC2","CD4 TCM","P1042MED",1
"TRAV25.TRAJ54.TRAC_TRBV7-2.NA.TRBJ2-3.TRBC2","CD4 TCM","P1043CD3",1
"TRAV25.TRAJ56.TRAC;TRAV38-1.TRAJ54.TRAC_TRBV20-1.NA.TRBJ2-3.TRBC2","CD4 TCM","JLKCD3",1
"TRAV25.TRAJ57.TRAC_TRBV10-3.NA.TRBJ1-4.TRBC1","CD4 TCM","JLKCD3",1
"TRAV25.TRAJ57.TRAC_TRBV11-1.NA.TRBJ2-1.TRBC2","CD4 TCM","P1043HIV",1
"TRAV25.TRAJ57.TRAC_TRBV12-3.NA.TRBJ2-1.TRBC2","CD4 TCM","JLKCD3",1
"TRAV25.TRAJ57.TRAC_TRBV12-5.NA.TRBJ1-1.TRBC1","CD4 TCM","P1043CD3",1
"TRAV25.TRAJ57.TRAC_TRBV5-1.NA.TRBJ2-5.TRBC2","CD4 TCM","P1042CD3",1
"TRAV25.TRAJ57.TRAC_TRBV7-2.NA.TRBJ2-3.TRBC2","CD4 Naive","P1043MED",1
"TRAV25.TRAJ58.TRAC_TRBV27.NA.TRBJ2-3.TRBC2","CD8 TEM","P1043HIV",1
"TRAV25.TRAJ58.TRAC_TRBV29-1.NA.TRBJ1-2.TRBC1","CD4 Naive","P1042MED",1
"TRAV25.TRAJ58.TRAC_TRBV3-1.TRBD2.TRBJ2-5.TRBC2","CD4 Naive","JLKMED",1
"TRAV25.TRAJ58.TRAC_TRBV6-3.TRBD1.TRBJ1-5.TRBC1","CD4 Naive","P1042MED",1
"TRAV25.TRAJ58.TRAC_TRBV7-9.NA.TRBJ2-2.TRBC2","CD8 Naive","JLKCD3",1
"TRAV25.TRAJ6.TRAC_NA","CD4 TCM","P1043CD3",1
"TRAV25.TRAJ6.TRAC_TRBV11-1.NA.TRBJ2-7.TRBC2","CD4 Proliferating","P1042CD3",1
"TRAV25.TRAJ6.TRAC_TRBV27.NA.TRBJ2-1.TRBC2","CD8 Naive","JLKMED",1
"TRAV25.TRAJ6.TRAC_TRBV5-1.TRBD1.TRBJ2-7.TRBC2","CD8 Naive","P1043HIV",1
"TRAV25.TRAJ8.TRAC;TRAV12-1.TRAJ5.TRAC_TRBV10-2.NA.TRBJ2-3.TRBC2","CD8 TCM","JLKMED",1
"TRAV25.TRAJ8.TRAC;TRAV12-2.TRAJ49.TRAC_TRBV4-1.NA.TRBJ2-3.TRBC2","CD8 Naive","P1043MED",1
"TRAV25.TRAJ8.TRAC_TRBV19.NA.TRBJ1-5.TRBC1","CD4 TCM","P1042HIV",1
"TRAV25.TRAJ9.TRAC;TRAV2.TRAJ16.TRAC_TRBV6-3.TRBD2.TRBJ2-7.TRBC2","CD4 Naive","P1043HIV",1
"TRAV25.TRAJ9.TRAC;TRAV24.TRAJ35.TRAC_TRBV5-1.NA.TRBJ2-7.TRBC2","CD4 Proliferating","JLKCD3",1
"TRAV25.TRAJ9.TRAC_NA","Treg","JLKMED",1
"TRAV25.TRAJ9.TRAC_TRBV18.NA.TRBJ1-1.TRBC1","CD4 TCM","P1043HIV",1
"TRAV25.TRAJ9.TRAC_TRBV3-1.NA.TRBJ1-1.TRBC1","CD4 Proliferating","JLKCD3",1
"TRAV25.TRAJ9.TRAC_TRBV4-1.NA.TRBJ1-1.TRBC1","CD4 TCM","JLKCD3",1
"TRAV25.TRAJ9.TRAC_TRBV5-1.NA.TRBJ2-7.TRBC2","CD4 Naive","P1042MED",1
"TRAV25.TRAJ9.TRAC_TRBV7-9.NA.TRBJ2-1.TRBC2","CD4 Proliferating","JLKCD3",1
"TRAV26-1.TRAJ13.NA_TRBV6-3.NA.TRBJ1-5.TRBC1","CD4 TCM","P1043CD3",1
"TRAV26-1.TRAJ17.TRAC;TRAV1-2.TRAJ33.TRAC_TRBV4-2.NA.TRBJ2-7.TRBC2","MAIT","P1042HIV",1
"TRAV26-1.TRAJ17.TRAC_NA","CD4 TCM","P1043CD3",1
"TRAV26-1.TRAJ20.NA_TRBV7-2.NA.TRBJ1-2.TRBC1","CD4 TCM","P1043MED",1
"TRAV26-1.TRAJ27.TRAC_TRBV3-1.NA.TRBJ1-4.TRBC1","CD4 Proliferating","P1043CD3",1
"TRAV26-1.TRAJ28.NA;TRAV13-2.TRAJ17.TRAC_TRBV4-3.NA.TRBJ2-7.TRBC2","CD4 TCM","P1042CD3",1
"TRAV26-1.TRAJ28.NA_TRBV24-1.NA.TRBJ2-1.TRBC2","CD4 Naive","P1043HIV",1
"TRAV26-1.TRAJ29.NA_TRBV20-1.NA.TRBJ2-3.TRBC2","CD4 TCM","P1043CD3",1
"TRAV26-1.TRAJ32.TRAC;TRAV21.TRAJ57.TRAC_TRBV20-1.NA.TRBJ2-3.TRBC2","CD4 TCM","P1043CD3",1
"TRAV26-1.TRAJ39.NA_TRBV7-7.NA.TRBJ2-7.TRBC2","CD4 Naive","P1043HIV",1
"TRAV26-1.TRAJ43.TRAC;TRAV20.TRAJ29.TRAC_TRBV12-3.NA.TRBJ2-5.TRBC2","CD8 Naive","P1042CD3",1
"TRAV26-1.TRAJ49.TRAC_TRBV7-6.TRBD1.TRBJ2-6.TRBC2","CD4 Naive","P1042HIV",1
"TRAV26-1.TRAJ52.NA;TRAV12-2.TRAJ28.TRAC_TRBV6-3.NA.TRBJ2-3.TRBC2","CD4 Naive","P1043HIV",1
"TRAV26-1.TRAJ6.TRAC;TRAV13-1.TRAJ37.TRAC_TRBV5-5.TRBD2.TRBJ2-5.TRBC2","CD4 TCM","P1042MED",1
"TRAV26-1.TRAJ6.TRAC;TRAV9-2.TRAJ37.TRAC_TRBV12-4.NA.TRBJ2-5.TRBC2","CD4 TCM","P1042HIV",1
"TRAV26-1.TRAJ6.TRAC_TRBV12-3.NA.TRBJ2-7.TRBC2","CD4 TCM","P1043CD3",1
"TRAV26-1.TRAJ6.TRAC_TRBV18.NA.TRBJ2-1.TRBC2","CD4 Proliferating","P1043CD3",1
"TRAV26-1.TRAJ6.TRAC_TRBV20-1.NA.TRBJ2-2.TRBC2","CD4 TCM","P1043CD3",1
"TRAV26-1.TRAJ6.TRAC_TRBV6-5.TRBD1.TRBJ2-4.TRBC2","CD4 TCM","P1043HIV",1
"TRAV26-1.TRAJ6.TRAC_TRBV9.NA.TRBJ1-3.TRBC1;TRBV12-4.NA.TRBJ2-5.TRBC2","CD4 TCM","P1042HIV",1
"TRAV26-2.TRAJ11.NA_TRBV11-1.NA.TRBJ2-7.TRBC2","CD4 TCM","P1043MED",1
"TRAV26-2.TRAJ11.NA_TRBV2.TRBD1.TRBJ2-5.TRBC2","CD4 Naive","P1042MED",1
"TRAV26-2.TRAJ11.NA_TRBV7-9.NA.TRBJ1-1.TRBC1","CD4 Naive","P1042MED",1
"TRAV26-2.TRAJ11.NA_TRBV9.NA.TRBJ1-6.TRBC1","CD4 TCM","P1042HIV",1
"TRAV26-2.TRAJ12.NA_NA","CD4 TCM","P1043CD3",1
"TRAV26-2.TRAJ12.NA_TRBV7-3.NA.TRBJ2-5.TRBC2","CD4 TCM","P1042MED",1
"TRAV26-2.TRAJ13.NA_TRBV15.TRBD1.TRBJ2-7.TRBC2","CD4 TCM","P1042MED",1
"TRAV26-2.TRAJ13.NA_TRBV30.NA.TRBJ2-7.TRBC2","CD4 Proliferating","JLKCD3",1
"TRAV26-2.TRAJ13.NA_TRBV7-2.NA.TRBJ2-3.TRBC2","CD4 TCM","JLKCD3",1
"TRAV26-2.TRAJ15.NA_TRBV11-1.NA.TRBJ2-7.TRBC2","CD8 Naive","P1043MED",1
"TRAV26-2.TRAJ15.NA_TRBV4-2.NA.TRBJ2-1.TRBC2","CD4 TCM","P1042CD3",1
"TRAV26-2.TRAJ16.NA_NA","CD4 TCM","P1042HIV",1
"TRAV26-2.TRAJ17.NA_NA","CD8 Naive","P1042MED",1
"TRAV26-2.TRAJ17.NA_TRBV12-3.NA.TRBJ2-2.TRBC2","CD4 TCM","P1042MED",1
"TRAV26-2.TRAJ17.NA_TRBV29-1.NA.TRBJ2-1.TRBC2","CD4 Naive","JLKMED",1
"TRAV26-2.TRAJ18.NA_TRBV19.NA.TRBJ2-2.TRBC2","CD4 TCM","JLKCD3",1
"TRAV26-2.TRAJ20.NA;TRAV12-2.TRAJ40.TRAC_TRBV4-3.NA.TRBJ2-1.TRBC2","CD4 TCM","P1043CD3",1
"TRAV26-2.TRAJ20.NA_TRBV12-4.NA.TRBJ2-2.TRBC2","CD4 TCM","JLKCD3",1
"TRAV26-2.TRAJ20.NA_TRBV2.NA.TRBJ2-2.TRBC2","CD8 Naive","P1043HIV",1
"TRAV26-2.TRAJ20.NA_TRBV27.NA.TRBJ2-5.TRBC2","CD8 Naive","JLKCD3",1
"TRAV26-2.TRAJ20.NA_TRBV5-4.NA.TRBJ2-3.TRBC2","CD4 TCM","JLKCD3",1
"TRAV26-2.TRAJ20.NA_TRBV5-8.NA.TRBJ2-7.TRBC2","CD4 TCM","P1042HIV",1
"TRAV26-2.TRAJ20.NA_TRBV6-1.NA.TRBJ2-7.TRBC2","CD4 TCM","P1043CD3",1
"TRAV26-2.TRAJ20.NA_TRBV6-5.NA.TRBJ1-1.TRBC1","CD4 TCM","JLKCD3",1
"TRAV26-2.TRAJ21.NA;TRAV14DV4.TRAJ52.TRAC_TRBV5-8.NA.TRBJ2-3.TRBC2","CD4 Naive","JLKMED",1
"TRAV26-2.TRAJ21.NA_TRBV12-3.NA.TRBJ2-1.TRBC2","CD8 Naive","JLKCD3",1
"TRAV26-2.TRAJ21.NA_TRBV12-3.NA.TRBJ2-7.TRBC2","CD4 Naive","P1043MED",1
"TRAV26-2.TRAJ21.NA_TRBV5-6.NA.TRBJ1-5.TRBC1","B memory","P1043MED",1
"TRAV26-2.TRAJ21.NA_TRBV7-9.NA.TRBJ2-4.TRBC2","CD4 TCM","JLKMED",1
"TRAV26-2.TRAJ22.NA;TRAV12-3.TRAJ48.TRAC_TRBV19.NA.TRBJ2-2.TRBC2","CD8 TCM","JLKCD3",1
"TRAV26-2.TRAJ22.NA;TRAV13-2.TRAJ52.TRAC_TRBV7-6.NA.TRBJ1-6.TRBC1","CD8 Naive","JLKCD3",1
"TRAV26-2.TRAJ22.NA;TRAV19.TRAJ26.TRAC_TRBV19.TRBD1.TRBJ1-4.TRBC1","CD4 TCM","P1043CD3",1
"TRAV26-2.TRAJ22.NA_TRBV14.NA.TRBJ2-1.TRBC2","CD4 TCM","P1042CD3",1
"TRAV26-2.TRAJ22.NA_TRBV2.NA.TRBJ1-5.TRBC1","CD4 TEM","JLKMED",1
"TRAV26-2.TRAJ22.NA_TRBV2.NA.TRBJ2-3.TRBC2","CD4 TCM","JLKCD3",1
"TRAV26-2.TRAJ22.NA_TRBV29-1.NA.TRBJ1-1.TRBC1","CD4 TCM","P1043MED",1
"TRAV26-2.TRAJ22.NA_TRBV3-1.NA.TRBJ2-7.TRBC2","CD4 TCM","JLKCD3",1
"TRAV26-2.TRAJ22.NA_TRBV4-2.NA.TRBJ2-1.TRBC2","CD4 Naive","P1043CD3",1
"TRAV26-2.TRAJ22.NA_TRBV5-4.NA.TRBJ2-7.TRBC2","CD4 TCM","P1043CD3",1
"TRAV26-2.TRAJ22.NA_TRBV5-4.TRBD2.TRBJ2-1.TRBC2","CD4 Naive","P1042MED",1
"TRAV26-2.TRAJ22.NA_TRBV6-1.TRBD1.TRBJ2-7.TRBC2","CD4 TCM","P1042CD3",1
"TRAV26-2.TRAJ23.NA;TRAV38-1.TRAJ40.TRAC_TRBV2.NA.TRBJ1-2.TRBC1","CD8 Naive","JLKCD3",1
"TRAV26-2.TRAJ23.NA_NA","CD4 TCM","P1042HIV",1
"TRAV26-2.TRAJ23.NA_NA","CD4 TCM","P1043CD3",1
"TRAV26-2.TRAJ23.NA_TRBV11-1.NA.TRBJ2-1.TRBC2","CD8 Naive","P1043HIV",1
"TRAV26-2.TRAJ23.NA_TRBV2.NA.TRBJ1-6.TRBC1","CD8 Naive","JLKMED",1
"TRAV26-2.TRAJ23.NA_TRBV20-1.NA.TRBJ2-7.TRBC2","CD4 TCM","P1043CD3",1
"TRAV26-2.TRAJ23.NA_TRBV20-1.TRBD1.TRBJ1-2.TRBC1;TRBV12-3.NA.TRBJ1-1.TRBC1","CD8 TEM","JLKMED",1
"TRAV26-2.TRAJ23.NA_TRBV5-1.NA.TRBJ2-1.TRBC2","CD4 TCM","P1043HIV",1
"TRAV26-2.TRAJ23.NA_TRBV5-1.NA.TRBJ2-5.TRBC2","CD8 TCM","P1043MED",1
"TRAV26-2.TRAJ23.NA_TRBV5-1.TRBD1.TRBJ1-5.TRBC1","CD4 TCM","P1043HIV",1
"TRAV26-2.TRAJ23.NA_TRBV5-6.NA.TRBJ1-2.TRBC1","CD4 Proliferating","JLKCD3",1
"TRAV26-2.TRAJ23.NA_TRBV6-3.NA.TRBJ2-3.TRBC2","CD4 TCM","P1043CD3",1
"TRAV26-2.TRAJ23.NA_TRBV6-5.NA.TRBJ2-7.TRBC2","CD4 TCM","JLKCD3",1
"TRAV26-2.TRAJ23.NA_TRBV6-6.NA.TRBJ2-7.TRBC2","NK Proliferating","P1043CD3",1
"TRAV26-2.TRAJ23.NA_TRBV7-2.NA.TRBJ2-1.TRBC2","CD4 TCM","P1043MED",1
"TRAV26-2.TRAJ24.NA;TRAV38-2DV8.TRAJ57.TRAC_TRBV27.NA.TRBJ2-6.TRBC2","CD8 Naive","P1043HIV",1
"TRAV26-2.TRAJ24.NA_TRBV14.NA.TRBJ1-2.TRBC1","CD4 Naive","P1043HIV",1
"TRAV26-2.TRAJ24.NA_TRBV19.NA.TRBJ1-1.TRBC1","CD4 Naive","P1042HIV",1
"TRAV26-2.TRAJ24.NA_TRBV7-2.NA.TRBJ2-5.TRBC2","CD4 TCM","P1043CD3",1
"TRAV26-2.TRAJ27.NA_TRBV2.NA.TRBJ2-1.TRBC2","CD4 TCM","P1043CD3",1
"TRAV26-2.TRAJ27.NA_TRBV27.NA.TRBJ2-5.TRBC2","CD4 Proliferating","P1043CD3",1
"TRAV26-2.TRAJ27.NA_TRBV4-3.NA.TRBJ2-2.TRBC2","CD8 TCM","P1043MED",1
"TRAV26-2.TRAJ27.NA_TRBV6-3.NA.TRBJ1-4.TRBC1","CD4 TCM","P1043CD3",1
"TRAV26-2.TRAJ27.TRAC_NA","CD4 TCM","P1042CD3",1
"TRAV26-2.TRAJ28.NA;TRAV27.TRAJ24.TRAC_TRBV18.NA.TRBJ2-3.TRBC2","CD8 TEM","JLKMED",4
"TRAV26-2.TRAJ28.NA_TRBV11-1.NA.TRBJ2-3.TRBC2","CD8 Naive","JLKCD3",1
"TRAV26-2.TRAJ28.NA_TRBV13.NA.TRBJ2-3.TRBC2","CD8 Naive","P1043HIV",1
"TRAV26-2.TRAJ28.NA_TRBV18.NA.TRBJ2-3.TRBC2","CD8 TEM","JLKCD3",1
"TRAV26-2.TRAJ28.NA_TRBV29-1.TRBD1.TRBJ2-7.TRBC2","CD4 Naive","P1043HIV",1
"TRAV26-2.TRAJ28.NA_TRBV4-3.NA.TRBJ1-1.TRBC1","CD4 TCM","P1042MED",1
"TRAV26-2.TRAJ28.NA_TRBV5-6.NA.TRBJ1-6.TRBC1","CD4 TCM","JLKCD3",1
"TRAV26-2.TRAJ28.NA_TRBV6-1.NA.TRBJ2-3.TRBC2","CD4 Naive","P1043CD3",1
"TRAV26-2.TRAJ28.NA_TRBV6-1.NA.TRBJ2-3.TRBC2","CD4 TCM","P1042CD3",1
"TRAV26-2.TRAJ28.NA_TRBV6-1.NA.TRBJ2-7.TRBC2","CD8 Naive","P1043CD3",1
"TRAV26-2.TRAJ28.NA_TRBV6-3.NA.TRBJ1-5.TRBC1","CD8 Naive","P1043HIV",1
"TRAV26-2.TRAJ28.NA_TRBV7-9.NA.TRBJ1-1.TRBC1","CD4 Naive","P1042HIV",1
"TRAV26-2.TRAJ29.NA;TRAV27.TRAJ49.TRAC_TRBV20-1.NA.TRBJ2-7.TRBC2","CD4 TCM","P1043CD3",1
"TRAV26-2.TRAJ29.NA;TRAV36DV7.TRAJ30.TRAC_TRBV27.NA.TRBJ2-1.TRBC2","CD8 Naive","P1042MED",1
"TRAV26-2.TRAJ29.NA_TRBV11-1.NA.TRBJ2-2.TRBC2","CD4 TCM","P1043CD3",1
"TRAV26-2.TRAJ29.NA_TRBV19.NA.TRBJ2-3.TRBC2","CD4 TCM","JLKCD3",1
"TRAV26-2.TRAJ29.NA_TRBV20-1.NA.TRBJ2-7.TRBC2","CD4 Proliferating","P1043CD3",1
"TRAV26-2.TRAJ29.NA_TRBV20-1.TRBD1.TRBJ1-4.TRBC1","CD4 TCM","JLKMED",1
"TRAV26-2.TRAJ29.NA_TRBV20-1.TRBD1.TRBJ2-1.TRBC2","CD4 TCM","P1042MED",1
"TRAV26-2.TRAJ29.NA_TRBV20-1.TRBD2.TRBJ2-3.TRBC2","CD4 TCM","P1043CD3",1
"TRAV26-2.TRAJ29.NA_TRBV24-1.NA.TRBJ2-3.TRBC2;TRBV19.NA.TRBJ2-4.TRBC2","CD4 TCM","P1042MED",1
"TRAV26-2.TRAJ29.NA_TRBV30.NA.TRBJ1-4.TRBC1","CD4 Naive","P1042CD3",1
"TRAV26-2.TRAJ29.NA_TRBV5-4.NA.TRBJ2-3.TRBC2","CD8 Naive","JLKMED",1
"TRAV26-2.TRAJ29.NA_TRBV6-1.TRBD1.TRBJ2-1.TRBC2","CD4 Proliferating","P1042CD3",1
