"CTgene","predicted.celltype.l2","orig.ident","n"
"IGHV3-15.IGHD2-15.IGHJ3.IGHM_NA","B intermediate","P1043HIV",1
"IGHV3-15.IGHD2-15.IGHJ4.IGHM_IGKV3-11.IGKJ4.IGKC","B intermediate","P1043HIV",1
"IGHV3-15.IGHD2-15.IGHJ4.IGHM_NA","B intermediate","P1042HIV",1
"IGHV3-15.IGHD2-15.IGHJ4.IGHM_NA","B naive","P1042HIV",1
"IGHV3-15.IGHD2-15.IGHJ6.IGHM_IGKV1-6.IGKJ1.IGKC","B naive","P1043MED",1
"IGHV3-15.IGHD2-15.IGHJ6.IGHM_NA","B memory","P1043CD3",1
"IGHV3-15.IGHD2-2.IGHJ6.IGHM_IGKV1D-39.IGKJ4.IGKC","B naive","P1043HIV",1
"IGHV3-15.IGHD3-10.IGHJ3.IGHM_IGKV2D-28.IGKJ1.IGKC","B naive","P1043HIV",1
"IGHV3-15.IGHD3-10.IGHJ4.IGHM_NA","B intermediate","P1043CD3",1
"IGHV3-15.IGHD3-22.IGHJ4.IGHM_IGKV3-15.IGKJ3.IGKC","B naive","P1042MED",1
"IGHV3-15.IGHD3-22.IGHJ4.IGHM_IGKV3-20.IGKJ4.IGKC","B intermediate","P1043CD3",1
"IGHV3-15.IGHD3-22.IGHJ4.IGHM_IGLV3-25.IGLJ7.IGLC1","B intermediate","P1043HIV",1
"IGHV3-15.IGHD3-3.IGHJ3.IGHM_IGKV3-11.IGKJ1.IGKC","B intermediate","JLKMED",1
"IGHV3-15.IGHD3-3.IGHJ4.IGHM_NA","B naive","P1043MED",1
"IGHV3-15.IGHD3-3.IGHJ5.IGHM_NA","Plasmablast","JLKCD3",1
"IGHV3-15.IGHD3-3.IGHJ6.IGHM_IGKV3-20.IGKJ2.IGKC","CD4 TCM","P1042CD3",2
"IGHV3-15.IGHD3-3.IGHJ6.IGHM_NA","CD4 TCM","P1043CD3",1
"IGHV3-15.IGHD3-9.IGHJ3.IGHM_IGKV3-20.IGKJ4.IGKC","B intermediate","P1043CD3",1
"IGHV3-15.IGHD3-9.IGHJ6.IGHM_IGKV3-20.IGKJ1.IGKC","CD4 Proliferating","P1043CD3",1
"IGHV3-15.IGHD4-23.IGHJ4.IGHM_IGKV2-30.IGKJ5.IGKC","B naive","P1043MED",1
"IGHV3-15.IGHD5-12.IGHJ3.IGHA2_IGKV2D-28.IGKJ1.IGKC","B intermediate","P1043HIV",1
"IGHV3-15.IGHD6-6.IGHJ4.IGHM_IGKV4-1.IGKJ4.IGKC","B intermediate","P1043MED",1
"IGHV3-15.NA.IGHJ1.IGHM_NA","B intermediate","P1042HIV",1
"IGHV3-15.NA.IGHJ3.IGHM_IGKV1D-39.IGKJ2.IGKC","B intermediate","JLKMED",1
"IGHV3-15.NA.IGHJ3.IGHM_IGKV2D-29.IGKJ4.IGKC","B naive","P1043CD3",1
"IGHV3-15.NA.IGHJ3.IGHM_IGKV4-1.IGKJ1.IGKC","B memory","JLKCD3",1
"IGHV3-15.NA.IGHJ3.IGHM_IGLV1-44.IGLJ7.IGLC1","B naive","P1043MED",1
"IGHV3-15.NA.IGHJ3.IGHM_NA","B memory","P1043CD3",1
"IGHV3-15.NA.IGHJ4.IGHA1_IGKV1-6.IGKJ2.IGKC","Plasmablast","P1043CD3",1
"IGHV3-15.NA.IGHJ4.IGHA1_IGLV2-23.IGLJ7.IGLC2","B memory","P1043CD3",1
"IGHV3-15.NA.IGHJ4.IGHM_IGKV1-17.IGKJ2.IGKC","B naive","P1043HIV",1
"IGHV3-15.NA.IGHJ4.IGHM_IGKV1D-13.IGKJ4.IGKC","B intermediate","P1042HIV",1
"IGHV3-15.NA.IGHJ4.IGHM_IGKV1D-39.IGKJ3.IGKC","B intermediate","P1042HIV",1
"IGHV3-15.NA.IGHJ4.IGHM_IGKV3-11.IGKJ4.IGKC","B naive","P1042MED",1
"IGHV3-15.NA.IGHJ4.IGHM_IGKV3-15.IGKJ2.IGKC","B naive","P1043MED",1
"IGHV3-15.NA.IGHJ4.IGHM_IGKV3-20.IGKJ2.IGKC","B intermediate","P1043MED",1
"IGHV3-15.NA.IGHJ4.IGHM_IGKV4-1.IGKJ1.IGKC","B intermediate","P1043CD3",1
"IGHV3-15.NA.IGHJ4.IGHM_IGKV4-1.IGKJ1.IGKC","CD4 TCM","P1043CD3",1
"IGHV3-15.NA.IGHJ4.IGHM_IGLV1-36.IGLJ7.IGLC1","CD4 TCM","P1043CD3",1
"IGHV3-15.NA.IGHJ4.IGHM_IGLV1-44.IGLJ7.IGLC1","B naive","P1043HIV",1
"IGHV3-15.NA.IGHJ4.IGHM_IGLV3-21.IGLJ7.IGLC1","B intermediate","P1043CD3",1
"IGHV3-15.NA.IGHJ4.IGHM_NA","B intermediate","P1043CD3",2
"IGHV3-15.NA.IGHJ4.IGHM_NA","B memory","P1043CD3",1
"IGHV3-15.NA.IGHJ4.IGHM_NA","B naive","P1042MED",1
"IGHV3-15.NA.IGHJ4.IGHM_NA","B naive","P1043HIV",2
"IGHV3-15.NA.IGHJ6.IGHD_IGKV3-20.IGKJ5.IGKC","B naive","P1042HIV",1
"IGHV3-15.NA.IGHJ6.IGHG1_IGKV2D-28.IGKJ4.IGKC","B intermediate","JLKCD3",1
"IGHV3-15.NA.IGHJ6.IGHM_IGLV1-47.IGLJ7.IGLC3","B intermediate","P1043HIV",1
"IGHV3-15.NA.IGHJ6.IGHM_NA","B intermediate","P1043HIV",1
"IGHV3-20.IGHD4-17.IGHJ6.IGHM_IGKV1-5.IGKJ4.IGKC","B intermediate","P1042MED",1
"IGHV3-20.IGHD4-17.IGHJ6.IGHM_NA","B naive","P1043CD3",1
"IGHV3-20.NA.IGHJ4.IGHM_IGKV4-1.IGKJ4.IGKC","B naive","P1042MED",1
"IGHV3-20.NA.IGHJ6.IGHG1_IGKV1D-39.IGKJ1.IGKC","B intermediate","P1043HIV",1
"IGHV3-21.IGHD1-26.IGHJ4.IGHM_NA","B intermediate","P1042HIV",1
"IGHV3-21.IGHD2-15.IGHJ4.IGHM_IGKV1-5.IGKJ1.IGKC","B intermediate","P1043CD3",1
"IGHV3-21.IGHD2-15.IGHJ4.IGHM_IGKV3-11.IGKJ4.IGKC","CD4 TCM","P1043CD3",1
"IGHV3-21.IGHD2-15.IGHJ6.IGHM_NA","Plasmablast","P1042CD3",1
"IGHV3-21.IGHD2-21.IGHJ3.IGHM_IGKV1-8.IGKJ1.IGKC","B naive","P1043MED",1
"IGHV3-21.IGHD2-21.IGHJ3.IGHM_NA","B naive","P1043HIV",1
"IGHV3-21.IGHD2-21.IGHJ4.IGHD_IGKV1-6.IGKJ2.IGKC","B intermediate","P1043CD3",1
"IGHV3-21.IGHD2-21.IGHJ4.IGHM_NA","B intermediate","P1042CD3",1
"IGHV3-21.IGHD3-10.IGHJ4.IGHM_IGKV1-12.IGKJ4.IGKC","B intermediate","P1042HIV",1
"IGHV3-21.IGHD3-10.IGHJ4.IGHM_IGLV3-25.IGLJ7.IGLC1","B naive","P1043HIV",1
"IGHV3-21.IGHD3-10.IGHJ4.IGHM_NA","B naive","P1042MED",1
"IGHV3-21.IGHD3-10.IGHJ6.IGHM_NA","B intermediate","JLKMED",1
"IGHV3-21.IGHD3-16.IGHJ4.IGHM_IGKV1-33.IGKJ4.IGKC","B naive","P1042HIV",1
"IGHV3-21.IGHD3-16.IGHJ4.IGHM_IGKV3-15.IGKJ4.IGKC","B naive","P1043MED",1
"IGHV3-21.IGHD3-22.IGHJ3.IGHM_IGLV3-21.IGLJ7.IGLC1","B naive","P1042MED",1
"IGHV3-21.IGHD3-22.IGHJ4.IGHM_IGKV1D-39.IGKJ2.IGKC","B naive","P1042HIV",1
"IGHV3-21.IGHD3-22.IGHJ6.IGHM_IGKV1-8.IGKJ1.IGKC","B intermediate","P1043HIV",1
"IGHV3-21.IGHD3-3.IGHJ4.IGHM_NA","B naive","P1043HIV",1
"IGHV3-21.IGHD3-3.IGHJ6.IGHM_IGKV3-11.IGKJ4.IGKC","B naive","P1043HIV",1
"IGHV3-21.IGHD3-9.IGHJ3.IGHM_IGKV1-33.IGKJ2.IGKC","B naive","P1042HIV",1
"IGHV3-21.IGHD5-24.IGHJ2.IGHM_IGKV1-8.IGKJ4.IGKC","B intermediate","P1043HIV",1
"IGHV3-21.IGHD6-13.IGHJ4.IGHM_IGKV1D-39.IGKJ3.IGKC","Plasmablast","P1043CD3",1
"IGHV3-21.IGHD6-13.IGHJ5.IGHD_NA","CD4 Naive","P1043CD3",1
"IGHV3-21.IGHD6-13.IGHJ5.IGHM_IGKV3-20.IGKJ2.IGKC","B naive","P1043MED",1
"IGHV3-21.IGHD6-13.IGHJ6.IGHD_IGLV1-44.IGLJ7.IGLC1","B naive","P1042MED",1
"IGHV3-21.IGHD6-19.IGHJ3.IGHM_IGKV3-15.IGKJ2.IGKC","B intermediate","P1043CD3",1
"IGHV3-21.IGHD6-19.IGHJ3.IGHM_NA","B naive","P1043CD3",1
"IGHV3-21.IGHD6-6.IGHJ2.IGHM_IGKV3-20.IGKJ4.IGKC","B naive","JLKMED",1
"IGHV3-21.IGHD6-6.IGHJ4.IGHM_IGKV1-5.IGKJ1.IGKC","CD4 TCM","P1042CD3",1
"IGHV3-21.IGHD6-6.IGHJ4.IGHM_IGKV1-5.IGKJ1.IGKC","ILC","P1042CD3",1
"IGHV3-21.IGHD6-6.IGHJ6.IGHM_NA","B naive","P1043MED",1
"IGHV3-21.NA.IGHJ1.IGHM_NA","B intermediate","P1042MED",1
"IGHV3-21.NA.IGHJ3.IGHM_IGKV1-12.IGKJ1.IGKC","B naive","P1043MED",1
"IGHV3-21.NA.IGHJ3.IGHM_IGKV1-16.IGKJ4.IGKC","B intermediate","P1043CD3",1
"IGHV3-21.NA.IGHJ3.IGHM_IGKV1D-16.IGKJ4.IGKC","B intermediate","P1042HIV",1
"IGHV3-21.NA.IGHJ3.IGHM_IGKV1D-39.IGKJ1.IGKC","B memory","P1043CD3",1
"IGHV3-21.NA.IGHJ3.IGHM_IGKV1D-39.IGKJ5.IGKC","B intermediate","P1043CD3",1
"IGHV3-21.NA.IGHJ3.IGHM_IGKV2D-29.IGKJ4.IGKC","B memory","P1043CD3",1
"IGHV3-21.NA.IGHJ3.IGHM_IGKV3-11.IGKJ2.IGKC","B intermediate","P1043CD3",1
"IGHV3-21.NA.IGHJ3.IGHM_IGKV3-15.IGKJ2.IGKC","B intermediate","P1043MED",1
"IGHV3-21.NA.IGHJ3.IGHM_IGKV4-1.IGKJ2.IGKC","B intermediate","P1043MED",1
"IGHV3-21.NA.IGHJ3.IGHM_IGLV2-23.IGLJ7.IGLC1","B naive","P1042MED",1
"IGHV3-21.NA.IGHJ3.IGHM_IGLV3-1.IGLJ7.IGLC1","B naive","JLKMED",1
"IGHV3-21.NA.IGHJ3.IGHM_NA","B intermediate","JLKMED",1
"IGHV3-21.NA.IGHJ3.IGHM_NA","B intermediate","P1043MED",1
"IGHV3-21.NA.IGHJ3.IGHM_NA","CD4 TCM","P1042CD3",1
"IGHV3-21.NA.IGHJ3.IGHM_NA","Plasmablast","P1043CD3",1
"IGHV3-21.NA.IGHJ4.IGHA1_NA","B memory","P1042HIV",1
"IGHV3-21.NA.IGHJ4.IGHG1_IGKV3-15.IGKJ1.IGKC","B memory","P1043MED",1
"IGHV3-21.NA.IGHJ4.IGHG2_NA","B memory","JLKMED",1
"IGHV3-21.NA.IGHJ4.IGHM_IGKV1-12.IGKJ4.IGKC","B intermediate","P1042MED",1
"IGHV3-21.NA.IGHJ4.IGHM_IGKV1-12.IGKJ4.IGKC","B naive","P1043HIV",1
"IGHV3-21.NA.IGHJ4.IGHM_IGKV1-12.IGKJ5.IGKC","B naive","P1043MED",1
"IGHV3-21.NA.IGHJ4.IGHM_IGKV1-17.IGKJ2.IGKC","B naive","P1042HIV",1
"IGHV3-21.NA.IGHJ4.IGHM_IGKV1-5.IGKJ2.IGKC","B intermediate","JLKMED",1
"IGHV3-21.NA.IGHJ4.IGHM_IGKV1-5.IGKJ5.IGKC","B intermediate","P1043HIV",1
"IGHV3-21.NA.IGHJ4.IGHM_IGKV1-8.IGKJ1.IGKC","B intermediate","P1043CD3",1
"IGHV3-21.NA.IGHJ4.IGHM_IGKV1-8.IGKJ2.IGKC","B naive","P1042HIV",1
"IGHV3-21.NA.IGHJ4.IGHM_IGKV1D-39.IGKJ2.IGKC","B intermediate","P1043CD3",1
"IGHV3-21.NA.IGHJ4.IGHM_IGKV1D-39.IGKJ2.IGKC","B naive","P1043HIV",1
"IGHV3-21.NA.IGHJ4.IGHM_IGKV1D-39.IGKJ2.IGKC","CD4 TCM","P1043CD3",3
"IGHV3-21.NA.IGHJ4.IGHM_IGKV2D-40.IGKJ1.IGKC","CD4 TCM","P1043CD3",2
"IGHV3-21.NA.IGHJ4.IGHM_IGKV3-11.IGKJ2.IGKC","B naive","JLKMED",1
"IGHV3-21.NA.IGHJ4.IGHM_IGKV3-15.IGKJ2.IGKC","Plasmablast","P1042CD3",1
"IGHV3-21.NA.IGHJ4.IGHM_IGKV3-15.IGKJ3.IGKC","B intermediate","P1043CD3",1
"IGHV3-21.NA.IGHJ4.IGHM_IGKV3-15.IGKJ4.IGKC","B naive","P1043HIV",1
"IGHV3-21.NA.IGHJ4.IGHM_IGKV3D-15.IGKJ1.IGKC","B naive","P1043HIV",1
"IGHV3-21.NA.IGHJ4.IGHM_IGKV4-1.IGKJ1.IGKC","Plasmablast","P1043CD3",1
"IGHV3-21.NA.IGHJ4.IGHM_IGLV2-14.IGLJ7.IGLC1","B naive","P1043HIV",1
"IGHV3-21.NA.IGHJ4.IGHM_NA","B intermediate","P1042CD3",1
"IGHV3-21.NA.IGHJ4.IGHM_NA","B intermediate","P1042HIV",1
"IGHV3-21.NA.IGHJ4.IGHM_NA","B intermediate","P1043MED",1
"IGHV3-21.NA.IGHJ4.IGHM_NA","B memory","JLKCD3",1
"IGHV3-21.NA.IGHJ4.IGHM_NA","B naive","P1042MED",2
"IGHV3-21.NA.IGHJ4.IGHM_NA","B naive","P1043HIV",1
"IGHV3-21.NA.IGHJ4.IGHM_NA","CD4 TCM","P1043CD3",2
"IGHV3-21.NA.IGHJ4.IGHM_NA","Plasmablast","P1043CD3",1
"IGHV3-21.NA.IGHJ5.IGHM_IGKV1-5.IGKJ2.IGKC","NK Proliferating","P1043CD3",1
"IGHV3-21.NA.IGHJ5.IGHM_IGKV1-8.IGKJ2.IGKC","B naive","JLKMED",1
"IGHV3-21.NA.IGHJ5.IGHM_IGKV3-15.IGKJ5.IGKC","B intermediate","JLKCD3",1
"IGHV3-21.NA.IGHJ5.IGHM_IGLV3-21.IGLJ7.IGLC1","B naive","P1043HIV",1
"IGHV3-21.NA.IGHJ6.IGHD_NA","B naive","P1043MED",1
"IGHV3-21.NA.IGHJ6.IGHG3_IGKV1-27.IGKJ1.IGKC","B intermediate","P1043CD3",1
"IGHV3-21.NA.IGHJ6.IGHM_IGKV1-12.IGKJ4.IGKC","B intermediate","P1043CD3",1
"IGHV3-21.NA.IGHJ6.IGHM_IGKV1-12.IGKJ4.IGKC","B naive","P1043MED",1
"IGHV3-21.NA.IGHJ6.IGHM_IGKV1-33.IGKJ2.IGKC","B naive","P1043HIV",1
"IGHV3-21.NA.IGHJ6.IGHM_IGKV1-5.IGKJ1.IGKC","B intermediate","P1043CD3",1
"IGHV3-21.NA.IGHJ6.IGHM_IGKV1-5.IGKJ1.IGKC","B naive","P1043HIV",2
"IGHV3-21.NA.IGHJ6.IGHM_IGKV1D-39.IGKJ1.IGKC","B intermediate","P1042HIV",1
"IGHV3-21.NA.IGHJ6.IGHM_IGKV1D-39.IGKJ1.IGKC","B naive","P1043MED",1
"IGHV3-21.NA.IGHJ6.IGHM_IGKV1D-39.IGKJ4.IGKC","B naive","P1042MED",1
"IGHV3-21.NA.IGHJ6.IGHM_IGKV2D-28.IGKJ2.IGKC","B intermediate","P1042MED",1
"IGHV3-21.NA.IGHJ6.IGHM_IGKV2D-28.IGKJ3.IGKC","cDC2","P1043CD3",1
"IGHV3-21.NA.IGHJ6.IGHM_IGKV3-11.IGKJ3.IGKC","B naive","P1043CD3",1
"IGHV3-21.NA.IGHJ6.IGHM_IGKV3-11.IGKJ5.IGKC","Plasmablast","P1043CD3",1
"IGHV3-21.NA.IGHJ6.IGHM_IGKV3-15.IGKJ2.IGKC","CD4 TCM","P1043CD3",1
"IGHV3-21.NA.IGHJ6.IGHM_IGKV3-15.IGKJ4.IGKC","B naive","P1042HIV",1
"IGHV3-21.NA.IGHJ6.IGHM_IGKV3-20.IGKJ3.IGKC","B intermediate","P1043CD3",1
"IGHV3-21.NA.IGHJ6.IGHM_IGKV3-20.IGKJ4.IGKC","B naive","JLKMED",1
"IGHV3-21.NA.IGHJ6.IGHM_IGLV2-14.IGLJ7.IGLC1","B naive","P1043HIV",1
"IGHV3-21.NA.IGHJ6.IGHM_NA","B intermediate","P1043HIV",1
"IGHV3-21.NA.IGHJ6.IGHM_NA","B memory","P1043CD3",1
"IGHV3-21.NA.IGHJ6.IGHM_NA","B naive","P1042HIV",1
"IGHV3-21.NA.IGHJ6.IGHM_NA","B naive","P1043MED",1
"IGHV3-21.NA.IGHJ6.IGHM_NA","CD4 TCM","P1042CD3",1
"IGHV3-21.NA.IGHJ6.IGHM_NA","Plasmablast","P1043CD3",1
"IGHV3-23.IGHD1-1.IGHJ4.IGHM_IGKV1-8.IGKJ1.IGKC","B naive","P1043HIV",1
"IGHV3-23.IGHD1-20.IGHJ6.IGHD_IGKV3-15.IGKJ2.IGKC","B naive","JLKMED",1
"IGHV3-23.IGHD1-26.IGHJ6.IGHM_IGKV3-11.IGKJ2.IGKC","B naive","P1042HIV",1
"IGHV3-23.IGHD1-7.IGHJ4.IGHM_IGKV3-20.IGKJ1.IGKC","B intermediate","P1043HIV",1
"IGHV3-23.IGHD2-15.IGHJ1.IGHM_NA","B intermediate","P1043CD3",1
"IGHV3-23.IGHD2-15.IGHJ2.IGHM_NA","B naive","P1043MED",1
"IGHV3-23.IGHD2-15.IGHJ4.IGHM_IGKV1D-39.IGKJ3.IGKC","B naive","P1043HIV",1
"IGHV3-23.IGHD2-15.IGHJ4.IGHM_IGKV3-11.IGKJ4.IGKC","B memory","JLKCD3",1
"IGHV3-23.IGHD2-15.IGHJ4.IGHM_IGKV3-11.IGKJ4.IGKC","CD8 Naive","JLKCD3",1
"IGHV3-23.IGHD2-15.IGHJ4.IGHM_IGLV2-11.IGLJ7.IGLC1","B intermediate","P1043HIV",1
"IGHV3-23.IGHD2-15.IGHJ4.IGHM_NA","B naive","P1042MED",1
"IGHV3-23.IGHD2-15.IGHJ4.IGHM_NA","CD4 TCM","P1043CD3",1
"IGHV3-23.IGHD2-2.IGHJ4.IGHM_IGKV3-11.IGKJ4.IGKC","B naive","P1043HIV",1
"IGHV3-23.IGHD2-2.IGHJ4.IGHM_NA","Plasmablast","P1042CD3",1
"IGHV3-23.IGHD2-2.IGHJ5.IGHM_NA","CD4 TCM","P1042CD3",1
"IGHV3-23.IGHD3-10.IGHJ4.IGHM_NA","B intermediate","P1043MED",1
"IGHV3-23.IGHD3-10.IGHJ4.NA_IGKV1D-39.IGKJ2.IGKC","B intermediate","P1043MED",1
"IGHV3-23.IGHD3-10.IGHJ6.IGHM_IGKV3-15.IGKJ1.IGKC","B intermediate","P1043CD3",1
"IGHV3-23.IGHD3-10.IGHJ6.IGHM_NA","Plasmablast","P1043CD3",1
"IGHV3-23.IGHD3-16.IGHJ4.IGHM_IGKV3-11.IGKJ2.IGKC","B memory","P1043CD3",1
"IGHV3-23.IGHD3-22.IGHJ3.IGHM_IGKV1D-39.IGKJ1.IGKC","B naive","P1042MED",1
"IGHV3-23.IGHD3-22.IGHJ3.IGHM_NA","B intermediate","P1042MED",1
"IGHV3-23.IGHD3-22.IGHJ4.IGHM_IGKV3-15.IGKJ2.IGKC","CD4 TCM","P1043CD3",1
"IGHV3-23.IGHD3-22.IGHJ4.IGHM_NA","B naive","JLKMED",1
"IGHV3-23.IGHD3-22.IGHJ6.IGHM_IGKV1-5.IGKJ4.IGKC","B naive","P1042HIV",1
"IGHV3-23.IGHD3-22.IGHJ6.IGHM_IGKV1-6.IGKJ1.IGKC","B naive","P1042HIV",1
"IGHV3-23.IGHD3-3.IGHJ4.IGHG1_NA","B intermediate","JLKMED",1
"IGHV3-23.IGHD3-3.IGHJ4.IGHM_IGKV1-16.IGKJ2.IGKC","B intermediate","P1043CD3",1
"IGHV3-23.IGHD3-3.IGHJ4.IGHM_IGKV1-33.IGKJ4.IGKC","B memory","P1043CD3",1
"IGHV3-23.IGHD3-3.IGHJ4.IGHM_NA","B intermediate","P1043CD3",1
"IGHV3-23.IGHD3-3.IGHJ5.IGHM_IGKV3-15.IGKJ1.IGKC","B intermediate","P1043CD3",1
"IGHV3-23.IGHD3-3.IGHJ5.IGHM_IGKV3-15.IGKJ1.IGKC","B naive","P1043CD3",1
"IGHV3-23.IGHD4-17.IGHJ4.IGHM_IGKV1-16.IGKJ4.IGKC","B naive","P1043MED",1
"IGHV3-23.IGHD4-17.IGHJ4.IGHM_IGKV3-15.IGKJ3.IGKC","B naive","P1043MED",1
"IGHV3-23.IGHD5-18.IGHJ3.IGHM_IGKV1-9.IGKJ4.IGKC","B intermediate","P1043CD3",1
"IGHV3-23.IGHD5-18.IGHJ4.IGHM_IGKV1D-39.IGKJ2.IGKC","B naive","P1043MED",1
"IGHV3-23.IGHD6-19.IGHJ3.IGHM_IGKV1-33.IGKJ4.IGKC","B naive","P1043HIV",1
"IGHV3-23.IGHD6-19.IGHJ3.IGHM_IGKV1-8.IGKJ4.IGKC","B intermediate","P1043CD3",1
"IGHV3-23.IGHD6-19.IGHJ4.IGHM_IGKV1-5.IGKJ1.IGKC","B intermediate","P1043CD3",1
"IGHV3-23.IGHD6-19.IGHJ4.IGHM_IGKV3-15.IGKJ2.IGKC","B intermediate","P1043CD3",1
"IGHV3-23.IGHD6-19.IGHJ4.IGHM_IGKV3D-20.IGKJ1.IGKC","B naive","P1043MED",1
"IGHV3-23.IGHD6-19.IGHJ4.IGHM_IGKV4-1.IGKJ1.IGKC","B intermediate","P1043CD3",1
"IGHV3-23.IGHD6-19.IGHJ4.IGHM_NA","B naive","P1042HIV",1
"IGHV3-23.IGHD7-27.IGHJ1.IGHM_IGKV1-16.IGKJ3.IGKC","B intermediate","P1043CD3",1
"IGHV3-23.NA.IGHJ1.IGHA2_IGKV1-27.IGKJ3.IGKC","Plasmablast","JLKMED",1
"IGHV3-23.NA.IGHJ1.IGHM_IGLV1-44.IGLJ7.IGLC1","B intermediate","P1043HIV",1
"IGHV3-23.NA.IGHJ2.IGHM_IGKV1-5.IGKJ4.IGKC","B naive","P1042MED",1
"IGHV3-23.NA.IGHJ2.IGHM_IGKV3-11.IGKJ4.IGKC","B naive","JLKMED",1
"IGHV3-23.NA.IGHJ2.IGHM_IGLV2-11.IGLJ7.IGLC1","B intermediate","P1042CD3",1
"IGHV3-23.NA.IGHJ3.IGHG2_IGKV1-5.IGKJ1.IGKC","CD4 TCM","P1043CD3",1
"IGHV3-23.NA.IGHJ3.IGHM_IGKV1-5.IGKJ2.IGKC","B naive","P1042MED",1
"IGHV3-23.NA.IGHJ3.IGHM_IGKV1-8.IGKJ2.IGKC","B memory","P1043CD3",1
"IGHV3-23.NA.IGHJ3.IGHM_IGKV1D-39.IGKJ2.IGKC","CD4 TCM","P1043CD3",1
"IGHV3-23.NA.IGHJ3.IGHM_IGKV1D-39.IGKJ5.IGKC","B naive","P1043MED",1
"IGHV3-23.NA.IGHJ3.IGHM_IGKV2-24.IGKJ1.IGKC","B intermediate","P1043CD3",1
"IGHV3-23.NA.IGHJ3.IGHM_IGKV2D-28.IGKJ5.IGKC","B intermediate","P1043MED",1
"IGHV3-23.NA.IGHJ3.IGHM_IGKV2D-29.IGKJ2.IGKC","B intermediate","P1043MED",1
"IGHV3-23.NA.IGHJ3.IGHM_IGKV3-11.IGKJ4.IGKC","B intermediate","P1043HIV",1
"IGHV3-23.NA.IGHJ3.IGHM_IGKV3-15.IGKJ4.IGKC","B naive","P1043MED",1
"IGHV3-23.NA.IGHJ3.IGHM_IGKV3-20.IGKJ1.IGKC","B intermediate","P1043MED",1
"IGHV3-23.NA.IGHJ3.IGHM_IGKV3-20.IGKJ3.IGKC","B intermediate","JLKCD3",1
"IGHV3-23.NA.IGHJ3.IGHM_IGKV3-20.IGKJ5.IGKC","B naive","P1043HIV",1
"IGHV3-23.NA.IGHJ3.IGHM_IGLV1-47.IGLJ7.IGLC1","B intermediate","P1043CD3",1
"IGHV3-23.NA.IGHJ3.IGHM_IGLV2-14.IGLJ7.IGLC1","B memory","P1043CD3",1
"IGHV3-23.NA.IGHJ3.IGHM_NA","B intermediate","P1043MED",1
"IGHV3-23.NA.IGHJ4.IGHA1_IGKV3-20.IGKJ3.IGKC","B memory","JLKMED",1
"IGHV3-23.NA.IGHJ4.IGHG2_IGKV1D-39.IGKJ3.IGKC","B intermediate","P1043HIV",1
"IGHV3-23.NA.IGHJ4.IGHM_IGKV1-12.IGKJ4.IGKC","B intermediate","P1043HIV",1
"IGHV3-23.NA.IGHJ4.IGHM_IGKV1-12.IGKJ4.IGKC","B intermediate","P1043MED",1
"IGHV3-23.NA.IGHJ4.IGHM_IGKV1-16.IGKJ1.IGKC","B naive","P1043MED",1
"IGHV3-23.NA.IGHJ4.IGHM_IGKV1-27.IGKJ1.IGKC","B naive","P1043HIV",1
"IGHV3-23.NA.IGHJ4.IGHM_IGKV1-33.IGKJ1.IGKC","B intermediate","P1042HIV",1
"IGHV3-23.NA.IGHJ4.IGHM_IGKV1-33.IGKJ2.IGKC","B intermediate","JLKMED",1
"IGHV3-23.NA.IGHJ4.IGHM_IGKV1-33.IGKJ3.IGKC","B intermediate","P1043HIV",1
"IGHV3-23.NA.IGHJ4.IGHM_IGKV1-5.IGKJ1.IGKC","B memory","P1043CD3",1
"IGHV3-23.NA.IGHJ4.IGHM_IGKV1-5.IGKJ1.IGKC","B naive","P1042HIV",1
"IGHV3-23.NA.IGHJ4.IGHM_IGKV1-5.IGKJ2.IGKC","B naive","P1043HIV",1
"IGHV3-23.NA.IGHJ4.IGHM_IGKV1-5.IGKJ3.IGKC","B naive","P1043HIV",1
"IGHV3-23.NA.IGHJ4.IGHM_IGKV1-6.IGKJ1.IGKC","B intermediate","JLKCD3",1
"IGHV3-23.NA.IGHJ4.IGHM_IGKV1-6.IGKJ1.IGKC","B naive","P1043HIV",1
"IGHV3-23.NA.IGHJ4.IGHM_IGKV1-9.IGKJ5.IGKC","B naive","P1043HIV",1
"IGHV3-23.NA.IGHJ4.IGHM_IGKV1D-39.IGKJ1.IGKC","B intermediate","P1043HIV",1
"IGHV3-23.NA.IGHJ4.IGHM_IGKV1D-39.IGKJ1.IGKC","Plasmablast","P1043CD3",1
"IGHV3-23.NA.IGHJ4.IGHM_IGKV1D-39.IGKJ2.IGKC","B naive","P1043HIV",1
"IGHV3-23.NA.IGHJ4.IGHM_IGKV1D-39.IGKJ3.IGKC","B naive","JLKMED",1
"IGHV3-23.NA.IGHJ4.IGHM_IGKV2-24.IGKJ1.IGKC","B naive","P1043HIV",1
"IGHV3-23.NA.IGHJ4.IGHM_IGKV2-24.IGKJ4.IGKC","B intermediate","P1042HIV",1
"IGHV3-23.NA.IGHJ4.IGHM_IGKV2-24.IGKJ5.IGKC","B naive","JLKMED",1
"IGHV3-23.NA.IGHJ4.IGHM_IGKV2-30.IGKJ2.IGKC","B intermediate","P1043HIV",1
"IGHV3-23.NA.IGHJ4.IGHM_IGKV2-30.IGKJ4.IGKC","CD4 TCM","P1043CD3",1
